
let p = 1/2

%BEGIN rPTSA config
restriction := 2
q0 := q
m0 := m0
gamma0 := root
%END rPTSA config
    
%BEGIN rPTSA rules
(q, m0, root, 1, (q, m_a_1, up g1))
(q, endStr, g573, 1, (q_end, endStr, down))
(q_end, m_a_573, root, 1, (q, m_a_574, up g574))
(q_end, m_b_573, root, 1, (q, m_b_574, up g574))
(q, m0, g574, p, (q, cont, up g574))
(q, m0, g574, 1 - p, (q_end, endStr, down))
(q_end, cont, g574, 1, (q_end, cont, down))
(q, cont, g574, 1, (q, cont, up g574))
(q, endStr, g574, 1, (q_end, endStr, down))
(q_end, m_a_574, root, 1, (q, m_a_575, up g575))
(q_end, m_b_574, root, 1, (q, m_b_575, up g575))
(q, m0, g575, p, (q, cont, up g575))
(q, m0, g575, 1 - p, (q_end, endStr, down))
(q_end, cont, g575, 1, (q_end, cont, down))
(q, cont, g575, 1, (q, cont, up g575))
(q, endStr, g575, 1, (q_end, endStr, down))
(q_end, m_a_575, root, 1, (q, m_a_576, up g576))
(q_end, m_b_575, root, 1, (q, m_b_576, up g576))
(q, m0, g576, p, (q, cont, up g576))
(q, m0, g576, 1 - p, (q_end, endStr, down))
(q_end, cont, g576, 1, (q_end, cont, down))
(q, cont, g576, 1, (q, cont, up g576))
(q, endStr, g576, 1, (q_end, endStr, down))
(q_end, m_a_576, root, 1, (q, m_a_577, up g577))
(q_end, m_b_576, root, 1, (q, m_b_577, up g577))
(q, m0, g577, p, (q, cont, up g577))
(q, m0, g577, 1 - p, (q_end, endStr, down))
(q_end, cont, g577, 1, (q_end, cont, down))
(q, cont, g577, 1, (q, cont, up g577))
(q, endStr, g577, 1, (q_end, endStr, down))
(q_end, m_a_577, root, 1, (q, m_a_578, up g578))
(q_end, m_b_577, root, 1, (q, m_b_578, up g578))
(q, m0, g578, p, (q, cont, up g578))
(q, m0, g578, 1 - p, (q_end, endStr, down))
(q_end, cont, g578, 1, (q_end, cont, down))
(q, cont, g578, 1, (q, cont, up g578))
(q, endStr, g578, 1, (q_end, endStr, down))
(q_end, m_a_578, root, 1, (q, m_a_579, up g579))
(q_end, m_b_578, root, 1, (q, m_b_579, up g579))
(q, m0, g579, p, (q, cont, up g579))
(q, m0, g579, 1 - p, (q_end, endStr, down))
(q_end, cont, g579, 1, (q_end, cont, down))
(q, cont, g579, 1, (q, cont, up g579))
(q, endStr, g579, 1, (q_end, endStr, down))
(q_end, m_a_579, root, 1, (q, m_a_580, up g580))
(q_end, m_b_579, root, 1, (q, m_b_580, up g580))
(q, m0, g580, p, (q, cont, up g580))
(q, m0, g580, 1 - p, (q_end, endStr, down))
(q_end, cont, g580, 1, (q_end, cont, down))
(q, cont, g580, 1, (q, cont, up g580))
(q, endStr, g580, 1, (q_end, endStr, down))
(q_end, m_a_580, root, 1, (q, m_a_581, up g581))
(q_end, m_b_580, root, 1, (q, m_b_581, up g581))
(q, m0, g581, p, (q, cont, up g581))
(q, m0, g581, 1 - p, (q_end, endStr, down))
(q_end, cont, g581, 1, (q_end, cont, down))
(q, cont, g581, 1, (q, cont, up g581))
(q, endStr, g581, 1, (q_end, endStr, down))
(q_end, m_a_581, root, 1, (q, m_a_582, up g582))
(q_end, m_b_581, root, 1, (q, m_b_582, up g582))
(q, m0, g582, p, (q, cont, up g582))
(q, m0, g582, 1 - p, (q_end, endStr, down))
(q_end, cont, g582, 1, (q_end, cont, down))
(q, cont, g582, 1, (q, cont, up g582))
(q, endStr, g582, 1, (q_end, endStr, down))
(q_end, m_a_582, root, 1, (q, m_a_583, up g583))
(q_end, m_b_582, root, 1, (q, m_b_583, up g583))
(q, m0, g583, p, (q, cont, up g583))
(q, m0, g583, 1 - p, (q_end, endStr, down))
(q_end, cont, g583, 1, (q_end, cont, down))
(q, cont, g583, 1, (q, cont, up g583))
(q, endStr, g583, 1, (q_end, endStr, down))
(q_end, m_a_583, root, 1, (q, m_a_584, up g584))
(q_end, m_b_583, root, 1, (q, m_b_584, up g584))
(q, m0, g584, p, (q, cont, up g584))
(q, m0, g584, 1 - p, (q_end, endStr, down))
(q_end, cont, g584, 1, (q_end, cont, down))
(q, cont, g584, 1, (q, cont, up g584))
(q, endStr, g584, 1, (q_end, endStr, down))
(q_end, m_a_584, root, 1, (q, m_a_585, up g585))
(q_end, m_b_584, root, 1, (q, m_b_585, up g585))
(q, m0, g585, p, (q, cont, up g585))
(q, m0, g585, 1 - p, (q_end, endStr, down))
(q_end, cont, g585, 1, (q_end, cont, down))
(q, cont, g585, 1, (q, cont, up g585))
(q, endStr, g585, 1, (q_end, endStr, down))
(q_end, m_a_585, root, 1, (q, m_a_586, up g586))
(q_end, m_b_585, root, 1, (q, m_b_586, up g586))
(q, m0, g586, p, (q, cont, up g586))
(q, m0, g586, 1 - p, (q_end, endStr, down))
(q_end, cont, g586, 1, (q_end, cont, down))
(q, cont, g586, 1, (q, cont, up g586))
(q, endStr, g586, 1, (q_end, endStr, down))
(q_end, m_a_586, root, 1, (q, m_a_587, up g587))
(q_end, m_b_586, root, 1, (q, m_b_587, up g587))
(q, m0, g587, p, (q, cont, up g587))
(q, m0, g587, 1 - p, (q_end, endStr, down))
(q_end, cont, g587, 1, (q_end, cont, down))
(q, cont, g587, 1, (q, cont, up g587))
(q, endStr, g587, 1, (q_end, endStr, down))
(q_end, m_a_587, root, 1, (q, m_a_588, up g588))
(q_end, m_b_587, root, 1, (q, m_b_588, up g588))
(q, m0, g588, p, (q, cont, up g588))
(q, m0, g588, 1 - p, (q_end, endStr, down))
(q_end, cont, g588, 1, (q_end, cont, down))
(q, cont, g588, 1, (q, cont, up g588))
(q, endStr, g588, 1, (q_end, endStr, down))
(q_end, m_a_588, root, 1, (q, m_a_589, up g589))
(q_end, m_b_588, root, 1, (q, m_b_589, up g589))
(q, m0, g589, p, (q, cont, up g589))
(q, m0, g589, 1 - p, (q_end, endStr, down))
(q_end, cont, g589, 1, (q_end, cont, down))
(q, cont, g589, 1, (q, cont, up g589))
(q, endStr, g589, 1, (q_end, endStr, down))
(q_end, m_a_589, root, 1, (q, m_a_590, up g590))
(q_end, m_b_589, root, 1, (q, m_b_590, up g590))
(q, m0, g590, p, (q, cont, up g590))
(q, m0, g590, 1 - p, (q_end, endStr, down))
(q_end, cont, g590, 1, (q_end, cont, down))
(q, cont, g590, 1, (q, cont, up g590))
(q, endStr, g590, 1, (q_end, endStr, down))
(q_end, m_a_590, root, 1, (q, m_a_591, up g591))
(q_end, m_b_590, root, 1, (q, m_b_591, up g591))
(q, m0, g591, p, (q, cont, up g591))
(q, m0, g591, 1 - p, (q_end, endStr, down))
(q_end, cont, g591, 1, (q_end, cont, down))
(q, cont, g591, 1, (q, cont, up g591))
(q, endStr, g591, 1, (q_end, endStr, down))
(q_end, m_a_591, root, 1, (q, m_a_592, up g592))
(q_end, m_b_591, root, 1, (q, m_b_592, up g592))
(q, m0, g592, p, (q, cont, up g592))
(q, m0, g592, 1 - p, (q_end, endStr, down))
(q_end, cont, g592, 1, (q_end, cont, down))
(q, cont, g592, 1, (q, cont, up g592))
(q, endStr, g592, 1, (q_end, endStr, down))
(q_end, m_a_592, root, 1, (q, m_a_593, up g593))
(q_end, m_b_592, root, 1, (q, m_b_593, up g593))
(q, m0, g593, p, (q, cont, up g593))
(q, m0, g593, 1 - p, (q_end, endStr, down))
(q_end, cont, g593, 1, (q_end, cont, down))
(q, cont, g593, 1, (q, cont, up g593))
(q, endStr, g593, 1, (q_end, endStr, down))
(q_end, m_a_593, root, 1, (q, m_a_594, up g594))
(q_end, m_b_593, root, 1, (q, m_b_594, up g594))
(q, m0, g594, p, (q, cont, up g594))
(q, m0, g594, 1 - p, (q_end, endStr, down))
(q_end, cont, g594, 1, (q_end, cont, down))
(q, cont, g594, 1, (q, cont, up g594))
(q, endStr, g594, 1, (q_end, endStr, down))
(q_end, m_a_594, root, 1, (q, m_a_595, up g595))
(q_end, m_b_594, root, 1, (q, m_b_595, up g595))
(q, m0, g595, p, (q, cont, up g595))
(q, m0, g595, 1 - p, (q_end, endStr, down))
(q_end, cont, g595, 1, (q_end, cont, down))
(q, cont, g595, 1, (q, cont, up g595))
(q, endStr, g595, 1, (q_end, endStr, down))
(q_end, m_a_595, root, 1, (q, m_a_596, up g596))
(q_end, m_b_595, root, 1, (q, m_b_596, up g596))
(q, m0, g596, p, (q, cont, up g596))
(q, m0, g596, 1 - p, (q_end, endStr, down))
(q_end, cont, g596, 1, (q_end, cont, down))
(q, cont, g596, 1, (q, cont, up g596))
(q, endStr, g596, 1, (q_end, endStr, down))
(q_end, m_a_596, root, 1, (q, m_a_597, up g597))
(q_end, m_b_596, root, 1, (q, m_b_597, up g597))
(q, m0, g597, p, (q, cont, up g597))
(q, m0, g597, 1 - p, (q_end, endStr, down))
(q_end, cont, g597, 1, (q_end, cont, down))
(q, cont, g597, 1, (q, cont, up g597))
(q, endStr, g597, 1, (q_end, endStr, down))
(q_end, m_a_597, root, 1, (q, m_a_598, up g598))
(q_end, m_b_597, root, 1, (q, m_b_598, up g598))
(q, m0, g598, p, (q, cont, up g598))
(q, m0, g598, 1 - p, (q_end, endStr, down))
(q_end, cont, g598, 1, (q_end, cont, down))
(q, cont, g598, 1, (q, cont, up g598))
(q, endStr, g598, 1, (q_end, endStr, down))
(q_end, m_a_598, root, 1, (q, m_a_599, up g599))
(q_end, m_b_598, root, 1, (q, m_b_599, up g599))
(q, m0, g599, p, (q, cont, up g599))
(q, m0, g599, 1 - p, (q_end, endStr, down))
(q_end, cont, g599, 1, (q_end, cont, down))
(q, cont, g599, 1, (q, cont, up g599))
(q, endStr, g599, 1, (q_end, endStr, down))
(q_end, m_a_599, root, 1, (q, m_a_600, up g600))
(q_end, m_b_599, root, 1, (q, m_b_600, up g600))
(q, m0, g600, p, (q, cont, up g600))
(q, m0, g600, 1 - p, (q_end, endStr, down))
(q_end, cont, g600, 1, (q_end, cont, down))
(q, cont, g600, 1, (q, cont, up g600))
(q, endStr, g600, 1, (q_end, endStr, down))
(q_end, m_a_600, root, 1, (q, m_a_601, up g601))
(q_end, m_b_600, root, 1, (q, m_b_601, up g601))
(q, m0, g601, p, (q, cont, up g601))
(q, m0, g601, 1 - p, (q_end, endStr, down))
(q_end, cont, g601, 1, (q_end, cont, down))
(q, cont, g601, 1, (q, cont, up g601))
(q, endStr, g601, 1, (q_end, endStr, down))
(q_end, m_a_601, root, 1, (q, m_a_602, up g602))
(q_end, m_b_601, root, 1, (q, m_b_602, up g602))
(q, m0, g602, p, (q, cont, up g602))
(q, m0, g602, 1 - p, (q_end, endStr, down))
(q_end, cont, g602, 1, (q_end, cont, down))
(q, cont, g602, 1, (q, cont, up g602))
(q, endStr, g602, 1, (q_end, endStr, down))
(q_end, m_a_602, root, 1, (q, m_a_603, up g603))
(q_end, m_b_602, root, 1, (q, m_b_603, up g603))
(q, m0, g603, p, (q, cont, up g603))
(q, m0, g603, 1 - p, (q_end, endStr, down))
(q_end, cont, g603, 1, (q_end, cont, down))
(q, cont, g603, 1, (q, cont, up g603))
(q, endStr, g603, 1, (q_end, endStr, down))
(q_end, m_a_603, root, 1, (q, m_a_604, up g604))
(q_end, m_b_603, root, 1, (q, m_b_604, up g604))
(q, m0, g604, p, (q, cont, up g604))
(q, m0, g604, 1 - p, (q_end, endStr, down))
(q_end, cont, g604, 1, (q_end, cont, down))
(q, cont, g604, 1, (q, cont, up g604))
(q, endStr, g604, 1, (q_end, endStr, down))
(q_end, m_a_604, root, 1, (q, m_a_605, up g605))
(q_end, m_b_604, root, 1, (q, m_b_605, up g605))
(q, m0, g605, p, (q, cont, up g605))
(q, m0, g605, 1 - p, (q_end, endStr, down))
(q_end, cont, g605, 1, (q_end, cont, down))
(q, cont, g605, 1, (q, cont, up g605))
(q, endStr, g605, 1, (q_end, endStr, down))
(q_end, m_a_605, root, 1, (q, m_a_606, up g606))
(q_end, m_b_605, root, 1, (q, m_b_606, up g606))
(q, m0, g606, p, (q, cont, up g606))
(q, m0, g606, 1 - p, (q_end, endStr, down))
(q_end, cont, g606, 1, (q_end, cont, down))
(q, cont, g606, 1, (q, cont, up g606))
(q, endStr, g606, 1, (q_end, endStr, down))
(q_end, m_a_606, root, 1, (q, m_a_607, up g607))
(q_end, m_b_606, root, 1, (q, m_b_607, up g607))
(q, m0, g607, p, (q, cont, up g607))
(q, m0, g607, 1 - p, (q_end, endStr, down))
(q_end, cont, g607, 1, (q_end, cont, down))
(q, cont, g607, 1, (q, cont, up g607))
(q, endStr, g607, 1, (q_end, endStr, down))
(q_end, m_a_607, root, 1, (q, m_a_608, up g608))
(q_end, m_b_607, root, 1, (q, m_b_608, up g608))
(q, m0, g608, p, (q, cont, up g608))
(q, m0, g608, 1 - p, (q_end, endStr, down))
(q_end, cont, g608, 1, (q_end, cont, down))
(q, cont, g608, 1, (q, cont, up g608))
(q, endStr, g608, 1, (q_end, endStr, down))
(q_end, m_a_608, root, 1, (q, m_a_609, up g609))
(q_end, m_b_608, root, 1, (q, m_b_609, up g609))
(q, m0, g609, p, (q, cont, up g609))
(q, m0, g609, 1 - p, (q_end, endStr, down))
(q_end, cont, g609, 1, (q_end, cont, down))
(q, cont, g609, 1, (q, cont, up g609))
(q, endStr, g609, 1, (q_end, endStr, down))
(q_end, m_a_609, root, 1, (q, m_a_610, up g610))
(q_end, m_b_609, root, 1, (q, m_b_610, up g610))
(q, m0, g610, p, (q, cont, up g610))
(q, m0, g610, 1 - p, (q_end, endStr, down))
(q_end, cont, g610, 1, (q_end, cont, down))
(q, cont, g610, 1, (q, cont, up g610))
(q, endStr, g610, 1, (q_end, endStr, down))
(q_end, m_a_610, root, 1, (q, m_a_611, up g611))
(q_end, m_b_610, root, 1, (q, m_b_611, up g611))
(q, m0, g611, p, (q, cont, up g611))
(q, m0, g611, 1 - p, (q_end, endStr, down))
(q_end, cont, g611, 1, (q_end, cont, down))
(q, cont, g611, 1, (q, cont, up g611))
(q, endStr, g611, 1, (q_end, endStr, down))
(q_end, m_a_611, root, 1, (q, m_a_612, up g612))
(q_end, m_b_611, root, 1, (q, m_b_612, up g612))
(q, m0, g612, p, (q, cont, up g612))
(q, m0, g612, 1 - p, (q_end, endStr, down))
(q_end, cont, g612, 1, (q_end, cont, down))
(q, cont, g612, 1, (q, cont, up g612))
(q, endStr, g612, 1, (q_end, endStr, down))
(q_end, m_a_612, root, 1, (q, m_a_613, up g613))
(q_end, m_b_612, root, 1, (q, m_b_613, up g613))
(q, m0, g613, p, (q, cont, up g613))
(q, m0, g613, 1 - p, (q_end, endStr, down))
(q_end, cont, g613, 1, (q_end, cont, down))
(q, cont, g613, 1, (q, cont, up g613))
(q, endStr, g613, 1, (q_end, endStr, down))
(q_end, m_a_613, root, 1, (q, m_a_614, up g614))
(q_end, m_b_613, root, 1, (q, m_b_614, up g614))
(q, m0, g614, p, (q, cont, up g614))
(q, m0, g614, 1 - p, (q_end, endStr, down))
(q_end, cont, g614, 1, (q_end, cont, down))
(q, cont, g614, 1, (q, cont, up g614))
(q, endStr, g614, 1, (q_end, endStr, down))
(q_end, m_a_614, root, 1, (q, m_a_615, up g615))
(q_end, m_b_614, root, 1, (q, m_b_615, up g615))
(q, m0, g615, p, (q, cont, up g615))
(q, m0, g615, 1 - p, (q_end, endStr, down))
(q_end, cont, g615, 1, (q_end, cont, down))
(q, cont, g615, 1, (q, cont, up g615))
(q, endStr, g615, 1, (q_end, endStr, down))
(q_end, m_a_615, root, 1, (q, m_a_616, up g616))
(q_end, m_b_615, root, 1, (q, m_b_616, up g616))
(q, m0, g616, p, (q, cont, up g616))
(q, m0, g616, 1 - p, (q_end, endStr, down))
(q_end, cont, g616, 1, (q_end, cont, down))
(q, cont, g616, 1, (q, cont, up g616))
(q, endStr, g616, 1, (q_end, endStr, down))
(q_end, m_a_616, root, 1, (q, m_a_617, up g617))
(q_end, m_b_616, root, 1, (q, m_b_617, up g617))
(q, m0, g617, p, (q, cont, up g617))
(q, m0, g617, 1 - p, (q_end, endStr, down))
(q_end, cont, g617, 1, (q_end, cont, down))
(q, cont, g617, 1, (q, cont, up g617))
(q, endStr, g617, 1, (q_end, endStr, down))
(q_end, m_a_617, root, 1, (q, m_a_618, up g618))
(q_end, m_b_617, root, 1, (q, m_b_618, up g618))
(q, m0, g618, p, (q, cont, up g618))
(q, m0, g618, 1 - p, (q_end, endStr, down))
(q_end, cont, g618, 1, (q_end, cont, down))
(q, cont, g618, 1, (q, cont, up g618))
(q, endStr, g618, 1, (q_end, endStr, down))
(q_end, m_a_618, root, 1, (q, m_a_619, up g619))
(q_end, m_b_618, root, 1, (q, m_b_619, up g619))
(q, m0, g619, p, (q, cont, up g619))
(q, m0, g619, 1 - p, (q_end, endStr, down))
(q_end, cont, g619, 1, (q_end, cont, down))
(q, cont, g619, 1, (q, cont, up g619))
(q, endStr, g619, 1, (q_end, endStr, down))
(q_end, m_a_619, root, 1, (q, m_a_620, up g620))
(q_end, m_b_619, root, 1, (q, m_b_620, up g620))
(q, m0, g620, p, (q, cont, up g620))
(q, m0, g620, 1 - p, (q_end, endStr, down))
(q_end, cont, g620, 1, (q_end, cont, down))
(q, cont, g620, 1, (q, cont, up g620))
(q, endStr, g620, 1, (q_end, endStr, down))
(q_end, m_a_620, root, 1, (q, m_a_621, up g621))
(q_end, m_b_620, root, 1, (q, m_b_621, up g621))
(q, m0, g621, p, (q, cont, up g621))
(q, m0, g621, 1 - p, (q_end, endStr, down))
(q_end, cont, g621, 1, (q_end, cont, down))
(q, cont, g621, 1, (q, cont, up g621))
(q, endStr, g621, 1, (q_end, endStr, down))
(q_end, m_a_621, root, 1, (q, m_a_622, up g622))
(q_end, m_b_621, root, 1, (q, m_b_622, up g622))
(q, m0, g622, p, (q, cont, up g622))
(q, m0, g622, 1 - p, (q_end, endStr, down))
(q_end, cont, g622, 1, (q_end, cont, down))
(q, cont, g622, 1, (q, cont, up g622))
(q, endStr, g622, 1, (q_end, endStr, down))
(q_end, m_a_622, root, 1, (q, m_a_623, up g623))
(q_end, m_b_622, root, 1, (q, m_b_623, up g623))
(q, m0, g623, p, (q, cont, up g623))
(q, m0, g623, 1 - p, (q_end, endStr, down))
(q_end, cont, g623, 1, (q_end, cont, down))
(q, cont, g623, 1, (q, cont, up g623))
(q, endStr, g623, 1, (q_end, endStr, down))
(q_end, m_a_623, root, 1, (q, m_a_624, up g624))
(q_end, m_b_623, root, 1, (q, m_b_624, up g624))
(q, m0, g624, p, (q, cont, up g624))
(q, m0, g624, 1 - p, (q_end, endStr, down))
(q_end, cont, g624, 1, (q_end, cont, down))
(q, cont, g624, 1, (q, cont, up g624))
(q, endStr, g624, 1, (q_end, endStr, down))
(q_end, m_a_624, root, 1, (q, m_a_625, up g625))
(q_end, m_b_624, root, 1, (q, m_b_625, up g625))
(q, m0, g625, p, (q, cont, up g625))
(q, m0, g625, 1 - p, (q_end, endStr, down))
(q_end, cont, g625, 1, (q_end, cont, down))
(q, cont, g625, 1, (q, cont, up g625))
(q, endStr, g625, 1, (q_end, endStr, down))
(q_end, m_a_625, root, 1, (q, m_a_626, up g626))
(q_end, m_b_625, root, 1, (q, m_b_626, up g626))
(q, m0, g626, p, (q, cont, up g626))
(q, m0, g626, 1 - p, (q_end, endStr, down))
(q_end, cont, g626, 1, (q_end, cont, down))
(q, cont, g626, 1, (q, cont, up g626))
(q, endStr, g626, 1, (q_end, endStr, down))
(q_end, m_a_626, root, 1, (q, m_a_627, up g627))
(q_end, m_b_626, root, 1, (q, m_b_627, up g627))
(q, m0, g627, p, (q, cont, up g627))
(q, m0, g627, 1 - p, (q_end, endStr, down))
(q_end, cont, g627, 1, (q_end, cont, down))
(q, cont, g627, 1, (q, cont, up g627))
(q, endStr, g627, 1, (q_end, endStr, down))
(q_end, m_a_627, root, 1, (q, m_a_628, up g628))
(q_end, m_b_627, root, 1, (q, m_b_628, up g628))
(q, m0, g628, p, (q, cont, up g628))
(q, m0, g628, 1 - p, (q_end, endStr, down))
(q_end, cont, g628, 1, (q_end, cont, down))
(q, cont, g628, 1, (q, cont, up g628))
(q, endStr, g628, 1, (q_end, endStr, down))
(q_end, m_a_628, root, 1, (q, m_a_629, up g629))
(q_end, m_b_628, root, 1, (q, m_b_629, up g629))
(q, m0, g629, p, (q, cont, up g629))
(q, m0, g629, 1 - p, (q_end, endStr, down))
(q_end, cont, g629, 1, (q_end, cont, down))
(q, cont, g629, 1, (q, cont, up g629))
(q, endStr, g629, 1, (q_end, endStr, down))
(q_end, m_a_629, root, 1, (q, m_a_630, up g630))
(q_end, m_b_629, root, 1, (q, m_b_630, up g630))
(q, m0, g630, p, (q, cont, up g630))
(q, m0, g630, 1 - p, (q_end, endStr, down))
(q_end, cont, g630, 1, (q_end, cont, down))
(q, cont, g630, 1, (q, cont, up g630))
(q, endStr, g630, 1, (q_end, endStr, down))
(q_end, m_a_630, root, 1, (q, m_a_631, up g631))
(q_end, m_b_630, root, 1, (q, m_b_631, up g631))
(q, m0, g631, p, (q, cont, up g631))
(q, m0, g631, 1 - p, (q_end, endStr, down))
(q_end, cont, g631, 1, (q_end, cont, down))
(q, cont, g631, 1, (q, cont, up g631))
(q, endStr, g631, 1, (q_end, endStr, down))
(q_end, m_a_631, root, 1, (q, m_a_632, up g632))
(q_end, m_b_631, root, 1, (q, m_b_632, up g632))
(q, m0, g632, p, (q, cont, up g632))
(q, m0, g632, 1 - p, (q_end, endStr, down))
(q_end, cont, g632, 1, (q_end, cont, down))
(q, cont, g632, 1, (q, cont, up g632))
(q, endStr, g632, 1, (q_end, endStr, down))
(q_end, m_a_632, root, 1, (q, m_a_633, up g633))
(q_end, m_b_632, root, 1, (q, m_b_633, up g633))
(q, m0, g633, p, (q, cont, up g633))
(q, m0, g633, 1 - p, (q_end, endStr, down))
(q_end, cont, g633, 1, (q_end, cont, down))
(q, cont, g633, 1, (q, cont, up g633))
(q, endStr, g633, 1, (q_end, endStr, down))
(q_end, m_a_633, root, 1, (q, m_a_634, up g634))
(q_end, m_b_633, root, 1, (q, m_b_634, up g634))
(q, m0, g634, p, (q, cont, up g634))
(q, m0, g634, 1 - p, (q_end, endStr, down))
(q_end, cont, g634, 1, (q_end, cont, down))
(q, cont, g634, 1, (q, cont, up g634))
(q, endStr, g634, 1, (q_end, endStr, down))
(q_end, m_a_634, root, 1, (q, m_a_635, up g635))
(q_end, m_b_634, root, 1, (q, m_b_635, up g635))
(q, m0, g635, p, (q, cont, up g635))
(q, m0, g635, 1 - p, (q_end, endStr, down))
(q_end, cont, g635, 1, (q_end, cont, down))
(q, cont, g635, 1, (q, cont, up g635))
(q, endStr, g635, 1, (q_end, endStr, down))
(q_end, m_a_635, root, 1, (q, m_a_636, up g636))
(q_end, m_b_635, root, 1, (q, m_b_636, up g636))
(q, m0, g636, p, (q, cont, up g636))
(q, m0, g636, 1 - p, (q_end, endStr, down))
(q_end, cont, g636, 1, (q_end, cont, down))
(q, cont, g636, 1, (q, cont, up g636))
(q, endStr, g636, 1, (q_end, endStr, down))
(q_end, m_a_636, root, 1, (q, m_a_637, up g637))
(q_end, m_b_636, root, 1, (q, m_b_637, up g637))
(q, m0, g637, p, (q, cont, up g637))
(q, m0, g637, 1 - p, (q_end, endStr, down))
(q_end, cont, g637, 1, (q_end, cont, down))
(q, cont, g637, 1, (q, cont, up g637))
(q, endStr, g637, 1, (q_end, endStr, down))
(q_end, m_a_637, root, 1, (q, m_a_638, up g638))
(q_end, m_b_637, root, 1, (q, m_b_638, up g638))
(q, m0, g638, p, (q, cont, up g638))
(q, m0, g638, 1 - p, (q_end, endStr, down))
(q_end, cont, g638, 1, (q_end, cont, down))
(q, cont, g638, 1, (q, cont, up g638))
(q, endStr, g638, 1, (q_end, endStr, down))
(q_end, m_a_638, root, 1, (q, m_a_639, up g639))
(q_end, m_b_638, root, 1, (q, m_b_639, up g639))
(q, m0, g639, p, (q, cont, up g639))
(q, m0, g639, 1 - p, (q_end, endStr, down))
(q_end, cont, g639, 1, (q_end, cont, down))
(q, cont, g639, 1, (q, cont, up g639))
(q, endStr, g639, 1, (q_end, endStr, down))
(q_end, m_a_639, root, 1, (q, m_a_640, up g640))
(q_end, m_b_639, root, 1, (q, m_b_640, up g640))
(q, m0, g640, p, (q, cont, up g640))
(q, m0, g640, 1 - p, (q_end, endStr, down))
(q_end, cont, g640, 1, (q_end, cont, down))
(q, cont, g640, 1, (q, cont, up g640))
(q, endStr, g640, 1, (q_end, endStr, down))
(q_end, m_a_640, root, 1, (q, m_a_641, up g641))
(q_end, m_b_640, root, 1, (q, m_b_641, up g641))
(q, m0, g641, p, (q, cont, up g641))
(q, m0, g641, 1 - p, (q_end, endStr, down))
(q_end, cont, g641, 1, (q_end, cont, down))
(q, cont, g641, 1, (q, cont, up g641))
(q, endStr, g641, 1, (q_end, endStr, down))
(q_end, m_a_641, root, 1, (q, m_a_642, up g642))
(q_end, m_b_641, root, 1, (q, m_b_642, up g642))
(q, m0, g642, p, (q, cont, up g642))
(q, m0, g642, 1 - p, (q_end, endStr, down))
(q_end, cont, g642, 1, (q_end, cont, down))
(q, cont, g642, 1, (q, cont, up g642))
(q, endStr, g642, 1, (q_end, endStr, down))
(q_end, m_a_642, root, 1, (q, m_a_643, up g643))
(q_end, m_b_642, root, 1, (q, m_b_643, up g643))
(q, m0, g643, p, (q, cont, up g643))
(q, m0, g643, 1 - p, (q_end, endStr, down))
(q_end, cont, g643, 1, (q_end, cont, down))
(q, cont, g643, 1, (q, cont, up g643))
(q, endStr, g643, 1, (q_end, endStr, down))
(q_end, m_a_643, root, 1, (q, m_a_644, up g644))
(q_end, m_b_643, root, 1, (q, m_b_644, up g644))
(q, m0, g644, p, (q, cont, up g644))
(q, m0, g644, 1 - p, (q_end, endStr, down))
(q_end, cont, g644, 1, (q_end, cont, down))
